icd9_code,icd9_description
997.02,Iatrogenic cerebrovascular infarction or hemorrhage
997.09,Other nervous system complications
997.1,"Cardiac complications, not elsewhere classified"
997.2,"Peripheral vascular complications, not elsewhere classified"
997.31,Ventilator associated pneumonia
997.32,Postprocedural aspiration pneumonia
997.39,Other respiratory complications
997.41,Retained cholelithiasis following cholecystectomy
997.49,Other digestive system complications
997.5,"Urinary complications, not elsewhere classified"
997.62,Infection (chronic) of amputation stump
997.69,Other amputation stump complication
997.71,Vascular complications of mesenteric artery
997.72,Vascular complications of renal artery
997.79,Vascular complications of other vessels
997.91,"Complications affecting other specified body systems, not elsewhere classified, hypertension"
997.99,"Complications affecting other specified body systems, not elsewhere classified"
998.0,Postoperative shock not elsewhere classified
998.00,"Postoperative shock, unspecified"
998.01,"Postoperative shock, cardiogenic"
998.02,"Postoperative shock, septic"
998.09,"Postoperative shock, other"
998.11,Hemorrhage complicating a procedure
998.12,Hematoma complicating a procedure
998.13,Seroma complicating a procedure
998.2,"Accidental puncture or laceration during a procedure, not elsewhere classified"
998.30,"Disruption of wound, unspecified"
998.31,Disruption of internal operation (surgical) wound
998.32,Disruption of external operation (surgical) wound
998.33,Disruption of traumatic injury wound repair
998.4,Foreign body accidentally left during a procedure
998.51,Infected postoperative seroma
998.59,Other postoperative infection
998.6,Persistent postoperative fistula
998.81,Emphysema (subcutaneous) (surgical) resulting from procedure
998.83,Non-healing surgical wound
998.89,Other specified complications of procedures not elsewhere classified
998.9,"Unspecified complication of procedure, not elsewhere classified"
999.1,"Air embolism as a complication of medical care, not elsewhere classified"
999.2,"Other vascular complications of medical care, not elsewhere classified"
999.31,Other and unspecified infection due to central venous catheter
999.32,Bloodstream infection due to central venous catheter
999.33,Local infection due to central venous catheter
999.39,"Infection following other infusion, injection, transfusion, or vaccination"
999.41,Anaphylactic reaction due to administration of blood and blood products
999.71,Rh incompatibility with hemolytic transfusion reaction not specified as acute or delayed
999.82,Extravasation of other vesicant agent
999.84,"Acute hemolytic transfusion reaction, incompatibility unspecified"
999.89,Other transfusion reaction
999.9,"Other and unspecified complications of medical care, not elsewhere classified"
E000.0,Civilian activity done for income or pay
E000.8,Other external cause status
E000.9,Unspecified external cause status
E001.0,"Activities involving walking, marching and hiking"
E001.1,Activities involving running
E002.0,Activities involving swimming
E002.6,Activities involving water skiing and wake boarding
E003.0,Activities involving ice skating
E003.1,Activities involving ice hockey
E003.2,"Activities involving snow (alpine) (downhill) skiing, snow boarding, sledding, tobogganing and snow tubing"
E003.9,Other activity involving ice and snow
E006.0,Activities involving roller skating (inline) and skateboarding
E006.1,Activities involving horseback riding
E006.2,Activities involving golf
E006.4,Activities involving bike riding
E006.9,Other activity involving other sports and athletics played individually
E007.0,Activities involving american tackle football
E007.1,Activities involving american flag or touch football
E007.3,Activities involving baseball
E007.6,Activities involving basketball
E008.0,Activities involving boxing
E008.9,Other specified sports and athletics activity
E013.8,Other personal hygiene activity
E013.9,Other household maintenance
E016.1,Activities involving gardening and landscaping
E016.2,Activities involving building and construction
E019.0,Activities involving walking an animal
E029.1,Spectator at an event
E029.9,Other activity
E030,Unspecified activity
E801.2,Railway accident involving collision with other object and injuring pedestrian
E804.1,"Fall in, on, or from railway train injuring passenger on railway"
E804.2,"Fall in, on, or from railway train injuring pedestrian"
E805.2,Pedestrian hit by rolling stock
E805.8,Other specified person hit by rolling stock
E806.2,Other specified railway accident injuring pedestrian
E811.0,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring driver of motor vehicle other than motorcycle
E812.0,Other motor vehicle traffic accident involving collision with motor vehicle injuring driver of motor vehicle other than motorcycle
E812.1,Other motor vehicle traffic accident involving collision with motor vehicle injuring passenger in motor vehicle other than motorcycle
E812.2,Other motor vehicle traffic accident involving collision with motor vehicle injuring motorcyclist
E812.3,Other motor vehicle traffic accident involving collision with motor vehicle injuring passenger on motorcycle
E812.6,Other motor vehicle traffic accident involving collision with motor vehicle injuring pedal cyclist
E812.7,Other motor vehicle traffic accident involving collision with motor vehicle injuring pedestrian
E812.9,Other motor vehicle traffic accident involving collision with motor vehicle injuring unspecified person
E813.0,Motor vehicle traffic accident involving collision with other vehicle injuring driver of motor vehicle other than motorcycle
E813.1,Motor vehicle traffic accident involving collision with other vehicle injuring passenger in motor vehicle other than motorcycle
E813.2,Motor vehicle traffic accident involving collision with other vehicle injuring motorcyclist
E813.3,Motor vehicle traffic accident involving collision with other vehicle injuring passenger on motorcycle
E813.6,Motor vehicle traffic accident involving collision with other vehicle injuring pedal cyclist
E813.8,Motor vehicle traffic accident involving collision with other vehicle injuring other specified person
E814.0,Motor vehicle traffic accident involving collision with pedestrian injuring driver of motor vehicle other than motorcycle
E814.1,Motor vehicle traffic accident involving collision with pedestrian injuring passenger in motor vehicle other than motorcycle
E814.2,Motor vehicle traffic accident involving collision with pedestrian injuring motorcyclist
E814.5,Motor vehicle traffic accident involving collision with pedestrian injuring rider of animal; occupant of animal drawn vehicle
E814.6,Motor vehicle traffic accident involving collision with pedestrian injuring pedal cyclist
E814.7,Motor vehicle traffic accident involving collision with pedestrian injuring pedestrian
E815.0,Other motor vehicle traffic accident involving collision on the highway injuring driver of motor vehicle other than motorcycle
E815.1,Other motor vehicle traffic accident involving collision on the highway injuring passenger in motor vehicle other than motorcycle
E815.2,Other motor vehicle traffic accident involving collision on the highway injuring motorcyclist
E816.0,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring driver of motor vehicle other than motorcycle"
E816.1,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring passenger in motor vehicle other than motorcycle"
E816.2,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring motorcyclist"
E816.3,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring passenger on motorcycle"
E816.9,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring unspecified person"
E817.0,Noncollision motor vehicle traffic accident while boarding or alighting injuring driver of motor vehicle other than motorcycle
E817.1,Noncollision motor vehicle traffic accident while boarding or alighting injuring passenger in motor vehicle other than motorcycle
E817.8,Noncollision motor vehicle traffic accident while boarding or alighting injuring other specified person
E818.0,Other noncollision motor vehicle traffic accident injuring driver of motor vehicle other than motorcycle
E818.1,Other noncollision motor vehicle traffic accident injuring passenger in motor vehicle other than motorcycle
E818.2,Other noncollision motor vehicle traffic accident injuring motorcyclist
E818.7,Other noncollision motor vehicle traffic accident injuring pedestrian
E818.8,Other noncollision motor vehicle traffic accident injuring other specified person
E818.9,Other noncollision motor vehicle traffic accident injuring unspecified person
E819.0,Motor vehicle traffic accident of unspecified nature injuring driver of motor vehicle other than motorcycle
E819.1,Motor vehicle traffic accident of unspecified nature injuring passenger in motor vehicle other than motorcycle
E819.2,Motor vehicle traffic accident of unspecified nature injuring motorcyclist
E819.3,Motor vehicle traffic accident of unspecified nature injuring passenger on motorcycle
E819.6,Motor vehicle traffic accident of unspecified nature injuring pedal cyclist
E819.7,Motor vehicle traffic accident of unspecified nature injuring pedestrian
E819.9,Motor vehicle traffic accident of unspecified nature injuring unspecified person
E820.0,Nontraffic accident involving motor-driven snow vehicle injuring driver of motor vehicle other than motorcycle
E821.0,Nontraffic accident involving other off-road motor vehicle injuring driver of motor vehicle other than motorcycle
E821.2,Nontraffic accident involving other off-road motor vehicle injuring motorcyclist
E821.7,Nontraffic accident involving other off-road motor vehicle injuring pedestrian
E821.9,Nontraffic accident involving other off-road motor vehicle injuring unspecified person
E822.6,Other motor vehicle nontraffic accident involving collision with moving object injuring pedal cyclist
E822.8,Other motor vehicle nontraffic accident involving collision with moving object injuring other specified person
E823.0,Other motor vehicle nontraffic accident involving collision with stationary object injuring driver of motor vehicle other than motorcycle
E823.1,Other motor vehicle nontraffic accident involving collision with stationary object injuring passenger in motor vehicle other than motorcycle
